,TransporterID,Gene_name,Protein_Name_generally,Synonyms,DrugID,Drug_Name,synonyms,final_smiles
37,DTD0007,SLC47A1,Multidrug and toxin extrusion protein 1,MATE-1; MATE1; SLC47A1; Solute carrier family 47 member 1; hMATE-1,DR00044,Topotecan,"(4S)-10-[(dimethylamino)methyl]-4-ethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione; (S)-10-((Dimethylamino)methyl)-4-ethyl-4,9-dihydroxy-1H-pyrano(3',4':6,7)indolizino(1,2-b)quinoline-3,14(4H,12H)-dione; (S)-10-[(DIMETHYLAMINO)METHYL]-4-ETHYL-4,9-DIHYDROXY-1H-PYRANO[3',4':6,7]INOLIZINO[1,2-B]-QUINOLINE-3,14(4H,12H)-DIONE; (S)-10-[(Dimethylamino)methyl]-4-ethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]-quinoline-3,14(4H,12H)-dione; (S)-10-[(Dimethylamino)methyl]-4-ethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione; 9-Dimethylaminomethyl-10-hydroxycamptothecin; Hycamptamine; Hycamptin; Hycamtamine; Hycamtin; Hycamtin (TN); SK&F-104864-A; SKF 104864; SKF-104864-A; SKF-S 104864; TOPOTECAN, HYCAMTIN; Topotecan (BAN); Topotecan Monohydrochloride, (S)-Isomer; Topotecan [INN:BAN]; Topotecan lactone; Topotecane; Topotecane [INN-French]; Topotecanum; Topotecanum [INN-Latin]",CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O
38,DTD0015,ABCC4,Multidrug resistance-associated protein 4,ABCC4; ATP-binding cassette sub-family C member 4; MOAT-B; MOATB; MRP/cMOAT-related ABC transporter; MRP4; Multi-specific organic anion transporter B,DR00044,Topotecan,"(4S)-10-[(dimethylamino)methyl]-4-ethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione; (S)-10-((Dimethylamino)methyl)-4-ethyl-4,9-dihydroxy-1H-pyrano(3',4':6,7)indolizino(1,2-b)quinoline-3,14(4H,12H)-dione; (S)-10-[(DIMETHYLAMINO)METHYL]-4-ETHYL-4,9-DIHYDROXY-1H-PYRANO[3',4':6,7]INOLIZINO[1,2-B]-QUINOLINE-3,14(4H,12H)-DIONE; (S)-10-[(Dimethylamino)methyl]-4-ethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]-quinoline-3,14(4H,12H)-dione; (S)-10-[(Dimethylamino)methyl]-4-ethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione; 9-Dimethylaminomethyl-10-hydroxycamptothecin; Hycamptamine; Hycamptin; Hycamtamine; Hycamtin; Hycamtin (TN); SK&F-104864-A; SKF 104864; SKF-104864-A; SKF-S 104864; TOPOTECAN, HYCAMTIN; Topotecan (BAN); Topotecan Monohydrochloride, (S)-Isomer; Topotecan [INN:BAN]; Topotecan lactone; Topotecane; Topotecane [INN-French]; Topotecanum; Topotecanum [INN-Latin]",CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O
39,DTD0028,SLC47A2,Multidrug and toxin extrusion protein 2,Kidney-specific H(+)/organic cation antiporter; MATE-2; MATE2; MATE2-B; MATE2-K; MATE2K; SLC47A2; Solute carrier family 47 member 2; hMATE-2,DR00044,Topotecan,"(4S)-10-[(dimethylamino)methyl]-4-ethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione; (S)-10-((Dimethylamino)methyl)-4-ethyl-4,9-dihydroxy-1H-pyrano(3',4':6,7)indolizino(1,2-b)quinoline-3,14(4H,12H)-dione; (S)-10-[(DIMETHYLAMINO)METHYL]-4-ETHYL-4,9-DIHYDROXY-1H-PYRANO[3',4':6,7]INOLIZINO[1,2-B]-QUINOLINE-3,14(4H,12H)-DIONE; (S)-10-[(Dimethylamino)methyl]-4-ethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]-quinoline-3,14(4H,12H)-dione; (S)-10-[(Dimethylamino)methyl]-4-ethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione; 9-Dimethylaminomethyl-10-hydroxycamptothecin; Hycamptamine; Hycamptin; Hycamtamine; Hycamtin; Hycamtin (TN); SK&F-104864-A; SKF 104864; SKF-104864-A; SKF-S 104864; TOPOTECAN, HYCAMTIN; Topotecan (BAN); Topotecan Monohydrochloride, (S)-Isomer; Topotecan [INN:BAN]; Topotecan lactone; Topotecane; Topotecane [INN-French]; Topotecanum; Topotecanum [INN-Latin]",CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O
40,DTD0001,ABCC1,Multidrug resistance-associated protein 1,ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1,DR00067,Aminohippuric acid,4-Aminohippuric acid; Aminohippurate; N-(4-Aminobenzoyl)glycine; PAH; PAHA; Para-aminohippurate,C1=CC(=CC=C1C(=O)NCC(=O)O)N
41,DTD0002,ABCC2,Multidrug resistance-associated protein 2,ABC30; ABCC2; ATP-binding cassette sub-family C member 2; CMOAT; CMOAT1; CMRP; Canalicular multidrug resistance protein; Canalicular multispecific organic anion transporter 1; DJS; MRP2,DR00067,Aminohippuric acid,4-Aminohippuric acid; Aminohippurate; N-(4-Aminobenzoyl)glycine; PAH; PAHA; Para-aminohippurate,C1=CC(=CC=C1C(=O)NCC(=O)O)N
42,DTD0015,ABCC4,Multidrug resistance-associated protein 4,ABCC4; ATP-binding cassette sub-family C member 4; MOAT-B; MOATB; MRP/cMOAT-related ABC transporter; MRP4; Multi-specific organic anion transporter B,DR00067,Aminohippuric acid,4-Aminohippuric acid; Aminohippurate; N-(4-Aminobenzoyl)glycine; PAH; PAHA; Para-aminohippurate,C1=CC(=CC=C1C(=O)NCC(=O)O)N
43,DTD0024,SLC22A6,Organic anion transporter 1,OAT1; PAH transporter; PAHT; ROAT1; Renal organic anion transporter 1; SLC22A6; Solute carrier family 22 member 6; hOAT1; hPAHT; hROAT1,DR00067,Aminohippuric acid,4-Aminohippuric acid; Aminohippurate; N-(4-Aminobenzoyl)glycine; PAH; PAHA; Para-aminohippurate,C1=CC(=CC=C1C(=O)NCC(=O)O)N
44,DTD0025,SLC22A8,Organic anion transporter 3,OAT3; SLC22A8; Solute carrier family 22 member 8; hOAT3,DR00067,Aminohippuric acid,4-Aminohippuric acid; Aminohippurate; N-(4-Aminobenzoyl)glycine; PAH; PAHA; Para-aminohippurate,C1=CC(=CC=C1C(=O)NCC(=O)O)N
45,DTD0029,SLCO1A2,Organic anion transporting polypeptide 1A2,OATP-A; OATP1A2; Organic anion-transporting polypeptide 1; SLC21A3; SLCO1A2; Sodium-independent organic anion transporter; Solute carrier family 21 member 3; Solute carrier organic anion transporter family member 1A2,DR00067,Aminohippuric acid,4-Aminohippuric acid; Aminohippurate; N-(4-Aminobenzoyl)glycine; PAH; PAHA; Para-aminohippurate,C1=CC(=CC=C1C(=O)NCC(=O)O)N
46,DTD0046,ABCA8,ATP-binding cassette sub-family A member 8,ABCA8; KIAA0822; ATP-binding cassette A member 8,DR00067,Aminohippuric acid,4-Aminohippuric acid; Aminohippurate; N-(4-Aminobenzoyl)glycine; PAH; PAHA; Para-aminohippurate,C1=CC(=CC=C1C(=O)NCC(=O)O)N
47,DTD0115,SLC17A2,Sodium-dependent phosphate transport protein 3,NPT3; Na(+/PI cotransporter 3; SLC17A2; Sodium/phosphate cotransporter 3; Solute carrier family 17 member 2,DR00067,Aminohippuric acid,4-Aminohippuric acid; Aminohippurate; N-(4-Aminobenzoyl)glycine; PAH; PAHA; Para-aminohippurate,C1=CC(=CC=C1C(=O)NCC(=O)O)N
48,DTD0116,SLC17A3,Sodium-dependent phosphate transport protein 4,GOUT4; NPT4; Na(+)/PI cotransporter 4; SLC17A3; Sodium/phosphate cotransporter 4; Solute carrier family 17 member 3; UAQTL4,DR00067,Aminohippuric acid,4-Aminohippuric acid; Aminohippurate; N-(4-Aminobenzoyl)glycine; PAH; PAHA; Para-aminohippurate,C1=CC(=CC=C1C(=O)NCC(=O)O)N
49,DTD0001,ABCC1,Multidrug resistance-associated protein 1,ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1,DR00082,Methotrexate,"(S)-2-(4-(((2,4-Diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)pentanedioic acid; A-Methopterin; A-Methpterin; Abitrexate; Amethopterin; Amethopterin L-; Amethopterine; Antifolan; Folex-Pfs; Hdmtx; L-Amethopterin; MTX; Maxtrex; Metatrexan; Methotextrate; Methotrexat; Methotrexat-Ebewe; Methotrexate, L-; Methotrexatum; Methylaminopterin; Methylaminopterinum; Metotressato [DCIT]; Metotrexato; Mexate; Mexate-Aq; N-Bismethylpteroylglutamic acid; Rasuvo; Rheumatrex; [3H]methotrexate; methotrexate",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
50,DTD0002,ABCC2,Multidrug resistance-associated protein 2,ABC30; ABCC2; ATP-binding cassette sub-family C member 2; CMOAT; CMOAT1; CMRP; Canalicular multidrug resistance protein; Canalicular multispecific organic anion transporter 1; DJS; MRP2,DR00082,Methotrexate,"(S)-2-(4-(((2,4-Diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)pentanedioic acid; A-Methopterin; A-Methpterin; Abitrexate; Amethopterin; Amethopterin L-; Amethopterine; Antifolan; Folex-Pfs; Hdmtx; L-Amethopterin; MTX; Maxtrex; Metatrexan; Methotextrate; Methotrexat; Methotrexat-Ebewe; Methotrexate, L-; Methotrexatum; Methylaminopterin; Methylaminopterinum; Metotressato [DCIT]; Metotrexato; Mexate; Mexate-Aq; N-Bismethylpteroylglutamic acid; Rasuvo; Rheumatrex; [3H]methotrexate; methotrexate",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
51,DTD0003,ABCB1,P-glycoprotein 1,ABC20; ABCB1; ATP-binding cassette sub-family B member 1; CD243; CLCS; GP170; MDR1; P-GP; PGY1; hMDR1,DR00082,Methotrexate,"(S)-2-(4-(((2,4-Diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)pentanedioic acid; A-Methopterin; A-Methpterin; Abitrexate; Amethopterin; Amethopterin L-; Amethopterine; Antifolan; Folex-Pfs; Hdmtx; L-Amethopterin; MTX; Maxtrex; Metatrexan; Methotextrate; Methotrexat; Methotrexat-Ebewe; Methotrexate, L-; Methotrexatum; Methylaminopterin; Methylaminopterinum; Metotressato [DCIT]; Metotrexato; Mexate; Mexate-Aq; N-Bismethylpteroylglutamic acid; Rasuvo; Rheumatrex; [3H]methotrexate; methotrexate",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
52,DTD0004,ABCG2,Breast cancer resistance protein,ABC15; ABCG2; ABCP; ATP-binding cassette sub-family G member 2; BCRP; BCRP1; BMDP; CD338; CDw338; EST157481; GOUT1; MRX; MXR; MXR-1; MXR1; Mitoxantrone resistance-associated protein; Placenta-specific ATP-binding cassette transporter; UAQTL1; Urate exporter; hABCG2,DR00082,Methotrexate,"(S)-2-(4-(((2,4-Diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)pentanedioic acid; A-Methopterin; A-Methpterin; Abitrexate; Amethopterin; Amethopterin L-; Amethopterine; Antifolan; Folex-Pfs; Hdmtx; L-Amethopterin; MTX; Maxtrex; Metatrexan; Methotextrate; Methotrexat; Methotrexat-Ebewe; Methotrexate, L-; Methotrexatum; Methylaminopterin; Methylaminopterinum; Metotressato [DCIT]; Metotrexato; Mexate; Mexate-Aq; N-Bismethylpteroylglutamic acid; Rasuvo; Rheumatrex; [3H]methotrexate; methotrexate",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
53,DTD0005,SLC22A7,Organic anion transporter 2,NLT; Novel liver transporter; OAT2; SLC22A7; Solute carrier family 22 member 7; hOAT11; hOAT2,DR00082,Methotrexate,"(S)-2-(4-(((2,4-Diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)pentanedioic acid; A-Methopterin; A-Methpterin; Abitrexate; Amethopterin; Amethopterin L-; Amethopterine; Antifolan; Folex-Pfs; Hdmtx; L-Amethopterin; MTX; Maxtrex; Metatrexan; Methotextrate; Methotrexat; Methotrexat-Ebewe; Methotrexate, L-; Methotrexatum; Methylaminopterin; Methylaminopterinum; Metotressato [DCIT]; Metotrexato; Mexate; Mexate-Aq; N-Bismethylpteroylglutamic acid; Rasuvo; Rheumatrex; [3H]methotrexate; methotrexate",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
54,DTD0008,SLCO1B1,Organic anion transporting polypeptide 1B1,LST-1; LST1; Liver-specific organic anion transporter 1; OATP-2; OATP-C; OATP1B1; OATP2; OATPC; SLC21A6; SLCO1B1; Sodium-independent organic anion-transporting polypeptide 2; Solute carrier family 21 member 6; Solute carrier organic anion transporter family member 1B1,DR00082,Methotrexate,"(S)-2-(4-(((2,4-Diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)pentanedioic acid; A-Methopterin; A-Methpterin; Abitrexate; Amethopterin; Amethopterin L-; Amethopterine; Antifolan; Folex-Pfs; Hdmtx; L-Amethopterin; MTX; Maxtrex; Metatrexan; Methotextrate; Methotrexat; Methotrexat-Ebewe; Methotrexate, L-; Methotrexatum; Methylaminopterin; Methylaminopterinum; Metotressato [DCIT]; Metotrexato; Mexate; Mexate-Aq; N-Bismethylpteroylglutamic acid; Rasuvo; Rheumatrex; [3H]methotrexate; methotrexate",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
55,DTD0012,ABCC3,Multidrug resistance-associated protein 3,ABC31; ABCC3; ATP-binding cassette sub-family C member 3; CMOAT2; Canalicular multispecific organic anion transporter 2; EST90757; MLP2; MOAT-D; MRP3; Multi-specific organic anion transporter D,DR00082,Methotrexate,"(S)-2-(4-(((2,4-Diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)pentanedioic acid; A-Methopterin; A-Methpterin; Abitrexate; Amethopterin; Amethopterin L-; Amethopterine; Antifolan; Folex-Pfs; Hdmtx; L-Amethopterin; MTX; Maxtrex; Metatrexan; Methotextrate; Methotrexat; Methotrexat-Ebewe; Methotrexate, L-; Methotrexatum; Methylaminopterin; Methylaminopterinum; Metotressato [DCIT]; Metotrexato; Mexate; Mexate-Aq; N-Bismethylpteroylglutamic acid; Rasuvo; Rheumatrex; [3H]methotrexate; methotrexate",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
56,DTD0015,ABCC4,Multidrug resistance-associated protein 4,ABCC4; ATP-binding cassette sub-family C member 4; MOAT-B; MOATB; MRP/cMOAT-related ABC transporter; MRP4; Multi-specific organic anion transporter B,DR00082,Methotrexate,"(S)-2-(4-(((2,4-Diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)pentanedioic acid; A-Methopterin; A-Methpterin; Abitrexate; Amethopterin; Amethopterin L-; Amethopterine; Antifolan; Folex-Pfs; Hdmtx; L-Amethopterin; MTX; Maxtrex; Metatrexan; Methotextrate; Methotrexat; Methotrexat-Ebewe; Methotrexate, L-; Methotrexatum; Methylaminopterin; Methylaminopterinum; Metotressato [DCIT]; Metotrexato; Mexate; Mexate-Aq; N-Bismethylpteroylglutamic acid; Rasuvo; Rheumatrex; [3H]methotrexate; methotrexate",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
57,DTD0016,ABCC5,Multidrug resistance-associated protein 5,ABC33; ABCC5; ATP-binding cassette sub-family C member 5; EST277145; MOAT-C; MOATC; MRP5; Multi-specific organic anion transporter C; SMRP; pABC11,DR00082,Methotrexate,"(S)-2-(4-(((2,4-Diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)pentanedioic acid; A-Methopterin; A-Methpterin; Abitrexate; Amethopterin; Amethopterin L-; Amethopterine; Antifolan; Folex-Pfs; Hdmtx; L-Amethopterin; MTX; Maxtrex; Metatrexan; Methotextrate; Methotrexat; Methotrexat-Ebewe; Methotrexate, L-; Methotrexatum; Methylaminopterin; Methylaminopterinum; Metotressato [DCIT]; Metotrexato; Mexate; Mexate-Aq; N-Bismethylpteroylglutamic acid; Rasuvo; Rheumatrex; [3H]methotrexate; methotrexate",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
58,DTD0024,SLC22A6,Organic anion transporter 1,OAT1; PAH transporter; PAHT; ROAT1; Renal organic anion transporter 1; SLC22A6; Solute carrier family 22 member 6; hOAT1; hPAHT; hROAT1,DR00082,Methotrexate,"(S)-2-(4-(((2,4-Diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)pentanedioic acid; A-Methopterin; A-Methpterin; Abitrexate; Amethopterin; Amethopterin L-; Amethopterine; Antifolan; Folex-Pfs; Hdmtx; L-Amethopterin; MTX; Maxtrex; Metatrexan; Methotextrate; Methotrexat; Methotrexat-Ebewe; Methotrexate, L-; Methotrexatum; Methylaminopterin; Methylaminopterinum; Metotressato [DCIT]; Metotrexato; Mexate; Mexate-Aq; N-Bismethylpteroylglutamic acid; Rasuvo; Rheumatrex; [3H]methotrexate; methotrexate",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
59,DTD0025,SLC22A8,Organic anion transporter 3,OAT3; SLC22A8; Solute carrier family 22 member 8; hOAT3,DR00082,Methotrexate,"(S)-2-(4-(((2,4-Diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)pentanedioic acid; A-Methopterin; A-Methpterin; Abitrexate; Amethopterin; Amethopterin L-; Amethopterine; Antifolan; Folex-Pfs; Hdmtx; L-Amethopterin; MTX; Maxtrex; Metatrexan; Methotextrate; Methotrexat; Methotrexat-Ebewe; Methotrexate, L-; Methotrexatum; Methylaminopterin; Methylaminopterinum; Metotressato [DCIT]; Metotrexato; Mexate; Mexate-Aq; N-Bismethylpteroylglutamic acid; Rasuvo; Rheumatrex; [3H]methotrexate; methotrexate",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
60,DTD0026,SLC22A11,Organic anion transporter 4,OAT4; SLC22A11; Solute carrier family 22 member 11; hOAT4,DR00082,Methotrexate,"(S)-2-(4-(((2,4-Diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)pentanedioic acid; A-Methopterin; A-Methpterin; Abitrexate; Amethopterin; Amethopterin L-; Amethopterine; Antifolan; Folex-Pfs; Hdmtx; L-Amethopterin; MTX; Maxtrex; Metatrexan; Methotextrate; Methotrexat; Methotrexat-Ebewe; Methotrexate, L-; Methotrexatum; Methylaminopterin; Methylaminopterinum; Metotressato [DCIT]; Metotrexato; Mexate; Mexate-Aq; N-Bismethylpteroylglutamic acid; Rasuvo; Rheumatrex; [3H]methotrexate; methotrexate",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
61,DTD0029,SLCO1A2,Organic anion transporting polypeptide 1A2,OATP-A; OATP1A2; Organic anion-transporting polypeptide 1; SLC21A3; SLCO1A2; Sodium-independent organic anion transporter; Solute carrier family 21 member 3; Solute carrier organic anion transporter family member 1A2,DR00082,Methotrexate,"(S)-2-(4-(((2,4-Diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)pentanedioic acid; A-Methopterin; A-Methpterin; Abitrexate; Amethopterin; Amethopterin L-; Amethopterine; Antifolan; Folex-Pfs; Hdmtx; L-Amethopterin; MTX; Maxtrex; Metatrexan; Methotextrate; Methotrexat; Methotrexat-Ebewe; Methotrexate, L-; Methotrexatum; Methylaminopterin; Methylaminopterinum; Metotressato [DCIT]; Metotrexato; Mexate; Mexate-Aq; N-Bismethylpteroylglutamic acid; Rasuvo; Rheumatrex; [3H]methotrexate; methotrexate",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
62,DTD0030,SLCO1B3,Organic anion transporting polypeptide 1B3,LST-2; LST-3TM13; LST2; LST3; Liver-specific organic anion transporter 2; OATP-8; OATP1B3; OATP8; Organic anion transporter 8; Organic anion-transporting polypeptide 8; SLC21A8; SLCO1B3; Solute carrier family 21 member 8; Solute carrier organic anion transporter family member 1B3,DR00082,Methotrexate,"(S)-2-(4-(((2,4-Diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)pentanedioic acid; A-Methopterin; A-Methpterin; Abitrexate; Amethopterin; Amethopterin L-; Amethopterine; Antifolan; Folex-Pfs; Hdmtx; L-Amethopterin; MTX; Maxtrex; Metatrexan; Methotextrate; Methotrexat; Methotrexat-Ebewe; Methotrexate, L-; Methotrexatum; Methylaminopterin; Methylaminopterinum; Metotressato [DCIT]; Metotrexato; Mexate; Mexate-Aq; N-Bismethylpteroylglutamic acid; Rasuvo; Rheumatrex; [3H]methotrexate; methotrexate",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
63,DTD0057,ABCC11,Multidrug resistance-associated protein 8,ABCC11; ATP-binding cassette sub-family C member 11; EWWD; MRP8; WW,DR00082,Methotrexate,"(S)-2-(4-(((2,4-Diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)pentanedioic acid; A-Methopterin; A-Methpterin; Abitrexate; Amethopterin; Amethopterin L-; Amethopterine; Antifolan; Folex-Pfs; Hdmtx; L-Amethopterin; MTX; Maxtrex; Metatrexan; Methotextrate; Methotrexat; Methotrexat-Ebewe; Methotrexate, L-; Methotrexatum; Methylaminopterin; Methylaminopterinum; Metotressato [DCIT]; Metotrexato; Mexate; Mexate-Aq; N-Bismethylpteroylglutamic acid; Rasuvo; Rheumatrex; [3H]methotrexate; methotrexate",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
64,DTD0126,SLC19A1,Folate transporter 1,CHMD; FLOT1; FOLT; IFC-1; IFC1; Intestinal folate carrier 1; Placental folate transporter; REFC; RFC; RFC1; Reduced folate carrier protein; SLC19A1; Solute carrier family 19 member 1,DR00082,Methotrexate,"(S)-2-(4-(((2,4-Diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)pentanedioic acid; A-Methopterin; A-Methpterin; Abitrexate; Amethopterin; Amethopterin L-; Amethopterine; Antifolan; Folex-Pfs; Hdmtx; L-Amethopterin; MTX; Maxtrex; Metatrexan; Methotextrate; Methotrexat; Methotrexat-Ebewe; Methotrexate, L-; Methotrexatum; Methylaminopterin; Methylaminopterinum; Metotressato [DCIT]; Metotrexato; Mexate; Mexate-Aq; N-Bismethylpteroylglutamic acid; Rasuvo; Rheumatrex; [3H]methotrexate; methotrexate",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
65,DTD0372,SLC46A1,Proton-coupled folate transporter,G21; HCP1; Heme carrier protein 1; PCFT; PCFT/HCP1; SLC46A1; Solute carrier family 46 member 1,DR00082,Methotrexate,"(S)-2-(4-(((2,4-Diaminopteridin-6-yl)methyl)(methyl)amino)benzamido)pentanedioic acid; A-Methopterin; A-Methpterin; Abitrexate; Amethopterin; Amethopterin L-; Amethopterine; Antifolan; Folex-Pfs; Hdmtx; L-Amethopterin; MTX; Maxtrex; Metatrexan; Methotextrate; Methotrexat; Methotrexat-Ebewe; Methotrexate, L-; Methotrexatum; Methylaminopterin; Methylaminopterinum; Metotressato [DCIT]; Metotrexato; Mexate; Mexate-Aq; N-Bismethylpteroylglutamic acid; Rasuvo; Rheumatrex; [3H]methotrexate; methotrexate",CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
66,DTD0001,ABCC1,Multidrug resistance-associated protein 1,ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1,DR00112,Irinotecan,"(+)-Irinotecan; (4S)-4,11-DIETHYL-4-HYDROXY-3,14-DIOXO-3,4,12,14-TETRAHYDRO-1H-PYRANO[3',4':6,7]INDOLIZINO[1,2-B]QUINOLIN-9-YL 1,4'-BIPIPERIDINE-1'-CARBOXYLATE; (4S)-4,11-Diethyl-4-hydroxy-3,14-dioxo-4,12-dihydro-1H-pyrano[3,4-f]quinolino[2,3-a]indolizin-9-yl 4-piperidylpiperidinecarboxylate; Biotecan; Biotecan (TN); CP0; Campto (TN); Camptosar; Camptosar (TN); Camptosar, Campto, CPT-11, Irinotecan; IRINOTECAN HYDROCHLORIDE Trihydrate; IRINOTECAN, CPT-11; Irinotecan (INN); Irinotecan (TOPO1 inhibitor); Irinotecan Hcl; Irinotecan [INN:BAN]; Irinotecan hydrochloride; Irinotecanum; Irinotecanum [INN-Latin]",CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
67,DTD0002,ABCC2,Multidrug resistance-associated protein 2,ABC30; ABCC2; ATP-binding cassette sub-family C member 2; CMOAT; CMOAT1; CMRP; Canalicular multidrug resistance protein; Canalicular multispecific organic anion transporter 1; DJS; MRP2,DR00112,Irinotecan,"(+)-Irinotecan; (4S)-4,11-DIETHYL-4-HYDROXY-3,14-DIOXO-3,4,12,14-TETRAHYDRO-1H-PYRANO[3',4':6,7]INDOLIZINO[1,2-B]QUINOLIN-9-YL 1,4'-BIPIPERIDINE-1'-CARBOXYLATE; (4S)-4,11-Diethyl-4-hydroxy-3,14-dioxo-4,12-dihydro-1H-pyrano[3,4-f]quinolino[2,3-a]indolizin-9-yl 4-piperidylpiperidinecarboxylate; Biotecan; Biotecan (TN); CP0; Campto (TN); Camptosar; Camptosar (TN); Camptosar, Campto, CPT-11, Irinotecan; IRINOTECAN HYDROCHLORIDE Trihydrate; IRINOTECAN, CPT-11; Irinotecan (INN); Irinotecan (TOPO1 inhibitor); Irinotecan Hcl; Irinotecan [INN:BAN]; Irinotecan hydrochloride; Irinotecanum; Irinotecanum [INN-Latin]",CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
