TransporterID	Gene_name	Protein_Name_generally	Synonyms	DrugID	Drug_Name	synonyms
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00290	Lopinavir	A 157378; A 157378.0; A-157378-0; A-157378.0; ABT 157378; ABT 378; ABT-378; ABT-378, LOPINAVIR; AIDS032937; Aluvia (TN); Aluviran; Kaletra (TN); Koletra; LPV; Lopinavir (JAN/USAN/INN); Lopinavir [USAN:INN:BAN]; RS-346
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00291	Cisplatin	(SP-4-1)-diamminedichloridoplatinum; (SP-4-1)-diamminedichloroplatinum; (SP-4-2)-diamminedichloridoplatinum; (SP-4-2)-diamminedichloroplatinum; Abiplatin; Biocisplatinum; Briplatin; Cis-DDP; Cis-Diamminedichloroplatinum; Cis-Dichlorodiammineplatinum(II); Cis-[PtCl2(NH3)2]; Cis-diamminedichloridoplatinum(II); Cismaplat; Cisplatin (Chemotherapy); Cisplatine; Cisplatino; Cisplatinum; Cisplatyl; Citoplationo; Lederplatin; Neoplatin; Peyrone's chloride; Peyrone's salt; Plastin; Platamine; Platidiam; Platinoxan; Randa; Trans-diamminedichloridoplatinum(II)
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00299	Indinavir	(1(1S,2R),5(S))-2,3,5-Trideoxy-N-(2,3-dihydro-2-hydroxy-1H-inden-1-yl)-5-(2-(((1,1-dimethylethyl)amino)carbonyl)-4-(3-pyridinylmethyl)-1-piperazinyl)-2-(phenylmethyl)-D-erythro-Pentonamide; (2S)-1-[(2S,4S)-4-benzyl-2-hydroxy-5-[[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]amino]-5-oxopentyl]-N-tert-butyl-4-(pyridin-3-ylmethyl)piperazine-2-carboxamide; Crixivan; Crixivan (TM); Crixivan (TN); IDV; Indinavir (*1:1 Sulfate salt*); Indinavir [USAN]; Indinavir, Sulfate (1:1); L 735524; L-735 524; L-735,524; L-735524; MK-639; N-[2(R)-HYDROXY-1(S)-INDANYL]-5-[(2(S)-TERTIARY BUTYLAMINOCARBONYL)-4(3-PYRIDYLMETHYL)PIPERAZINO]-4(S)-HYDROXY-2(R)-PHENYLMETHYLPENTANAMIDE; Propolis & 4-Hydroxy-N-(2-hydroxy-2,3-dihydro-1H-1-indanyl)-N'-(1,1-dimethylethyl)-2-phenylmethyl-5-[4-(3-pyridylmethyl)-1-piperzinyl]hexanediamide; Propolis+Indinavir; RS-253
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00301	Doxorubicin	14-Hydroxydaunomycin; 14-Hydroxydaunorubicine; ADM; ADR; Adiblastine (hydrochloride salt); Adr iablatina (hydrochloride salt); Adriablastin; Adriablastine (hydrochloride salt); Adriablatina (hydrochloride salt); Adriacin (hydrochloride salt); Adriamycin; Adriamycin PFS; Adriamycin PFS (TN); Adriamycin PFS (hydrochloride salt); Adriamycin RDF; Adriamycin RDF (TN); Adriamycin RDF (hydrochloride salt); Adriamycin semiquinone; Adriblas tina; Adriblastin; Adriblastina; Adriblastina (TN); Adriblastina (hydrochloride salt); Adriblatina (hydrochloride salt); Aerosolized Doxorubicin; Caelyx (TN); Conjugate of doxorubicin with humanized monoclonal antibody LL1 against CD74; Conjugate of doxorubicin with monoclonal antibody P4/D10 against GP120; DM2; DOX-SL; Doxil; Doxorubicin (USAN/INN); Doxorubicin Hydrochloride; Doxorubicin [USAN:INN:BAN]; Doxorubicin citrate; Doxorubicin hydrochloride (hydrochloride salt); Doxorubicin-P4/D10; Doxorubicin-P4/D10 conjugate; Doxorubicin-hLL1; Doxorubicin-hLL1 conjugate; Doxorubicina; Doxorubicina [INN-Spanish]; Doxorubicine; Doxorubicine [INN-French]; Doxorubicinum; Doxorubicinum [INN-Latin]; FI 106; Farmablastina (hydrochloride salt); Hydroxydaunomycin hydrochlor ide (hydrochloride salt); Hydroxydaunomycin hydrochloride (hydrochloride salt); Hydroxydaunorubicin hydrochloride (hydrochloride salt); JT9100000; Myocet; Myocet (TN); NDC 38242-874; RDF Rubex; Resmycin; Rubex; Rubex (TN); Rubex (hydrochloride salt); TLC D-99; ThermoDox
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00308	Vinblastine	(2ALPHA,2'BETA,3BETA,4ALPHA,5BETA)-VINCALEUKOBLASTINE; (2xi,3beta,4'beta,19xi)-vincaleukoblastine; 1H-Indolizino(8,1-cd)carbazole-5-carboxylic acid; NDC 0002-1452-01; Nincaluicolflastine; Rozevin; VLB; VR-8; Vinblastin; Vinblastina; Vinblastina (TN); Vinblastina [DCIT]; Vinblastine (INN); Vinblastine [INN:BAN]; Vinblastinum; Vinblastinum [INN-Latin]; Vincaleucoblastin; Vincaleucoblastine; Vincaleukoblastine; Vincoblastine
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00309	Saquinavir	(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-(quinoline-2-carbonylamino)butanediamide; (2s)-N-[(2s,3r)-4-[(2s,3s,4as,8as)-3-(Tert-Butylcarbamoyl)-3,4,4a,5,6,7,8,8a-Octahydro-1h-Isoquinolin-2-Yl]-3-Hydroxy-1-Phenyl-Butan-2-Yl]-2-(Quinolin-2-Ylcarbonylamino)butanediamide; CIS-N-TERT-BUTYL-DECAHYDRO-2-[2(R)-HYDROXY-4-PHENYL-3(S)-[[N-2-QUINOLYLCARBONYL-L-ASPARAGINYL]AMINO]BUTYL]-(4AS)-ISOQUINOLINE-3(S)-CARBOXAMIDE; Fortovase; Fortovase (TN); Fortovase(TM); Invirase; Invirase (TN); Invirase(TM)(monomesylate); QNC-ASN-HPH-DIQ-NTB; ROC; Ro 31-8959; Ro 318959; Ro-31-8959; SQV; Saguinavir; Saquinavir (JAN/USP/INN)
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00312	Arsenite	13768-07-5; AC1L2NJ5; Arsenenous acid; Arsenite (ion)
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00313	Cefadroxil	(6R,7R)-7-((R)-2-Amino-2-(p-hydroxyphenyl)acetamido)-3-methyl-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid; (6R,7R)-7-[[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; (6R,7R)-7-{[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino}-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid; 7beta-{[(2R)-2-amino-2-(4-hydroxyphenyl)acetyl]amino}-3,4-didehydrocepham-4-carboxylic acid; BL-S 578; BL-S578; CDX; Cefadroxil (JP15); Cefadroxil anhydrous; Cefadroxilo; Cefadroxilo [INN-Spanish]; Cefadroxilum; Cefadroxilum [INN-Latin]; Cephadroxil; Curisafe (TN); D-Cefadroxil; MJF-11567-3; S 578; S-578; Sumacef; Sumacef (TN)
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00319	Citalopram	1,3-Dihydro-1-(3-(dimethylamino)propyl)-1-(4-fluorophenyl)-5-isobenzofurancarbonitrile; 1,3-dihydro[3,4]benzofuran-5-carbonitrile; 1-(3-(Dimethylamino)propyl)-1-(p-fluorophenyl)-5-phthalancarbonitrile; 1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-1,3-dihydro-2-benzofuran-5-carbonitrile; 1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-3H-2-benzofuran-5-carbonitrile; AE-641/00603021; Akarin; Akarin (TN); Celapram; Celapram (TN); Celexa; Celexa (TN); Celius; Celius (TN); Ciazil; Ciazil (TN); Cilift; Cilift (TN); Cipram; Cipram (TN); Cipramil (TN); Ciprapine; Ciprapine (TN); Citabax; Citabax (TN); Citadur; Citadur (TN); Citalec; Citalec (TN); Citalopram (USP/INN); Citalopram [Celexa]; Citalopram [INN:BAN]; Citalopramum; Citalopramum [INN-Latin]; Citaxin (TN); Citol (TN); Citopam; Citopam (TN); Citox (TN); Citrol (TN); Cytalopram; Dalsan; Dalsan (TN); Humorup; Lu 10-171; Lu-10-171; Nitalapram; Oropram; Pramcit; Recital; Recital (TN); Seropram; Seropram (TN); Talam; Talam (TN); Talohexal; Temperax; Vodelax; Zentius; Zentius (TN); Zetalo; Zetalo (TN); [3H]Citalopram
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00342	Paclitaxel	5beta,20-Epoxy-1,2-alpha,4,7beta,10beta,13alpha-hexahydroxytax-11-en-9-one 4,10-diacetate 2-benzoate 13-ester with (2R,3S)-N-b; 7-epi-Paclitaxel; ABI-007; Abraxane; Capxol; Ebetaxel; EmPAC; Genaxol; Genetaxyl; Genexol; Intaxel; LipoPac; OncoGel; Onxol; Paclitaxel (Taxol); Paxceed; Paxene; Plaxicel; TAXOL; TaxAlbin; Taxol A; Xorane; Yewtaxan; Zisu; nab-paclitaxel; paclitaxel
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00344	Fluo-3	121714-13-4; 123632-39-3; 23D4W0B50Y; AC1L2XTQ; AKOS015894386; C11369; CHEBI:5107; CHEMBL509919; CTK8F0793; Fluo 3; Fluo-3; Fluo-3, suitable for fluorescence, ~70%; Fluo-3-AM; Glycine,N-[2-[2-[2-[bis(carboxymethyl)amino]-5-(2,7-dichloro-6-hydroxy-3-oxo-3H-xanthen-9-yl)phenoxy]ethoxy]-4-methylphenyl]-N-(carboxymethyl)-; OZLGRUXZXMRXGP-UHFFFAOYSA-N; SCHEMBL28109; UNII-23D4W0B50Y; ZINC8295051
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00386	Idarubicin	(1S,3S)-3-acetyl-3,5,12-trihydroxy-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-1-yl 3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranoside; (1s,3s)-3-acetyl-3,5,12-trihydroxy-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-1-yl 3-amino-2,3,6-trideoxy-A-l-lyxo-hexopyranoside; (7S,9S)-9-acetyl-7-[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-8,10-dihydro-7H-tetracene-5,12-dione; (7S-cis)-9-Acetyl-7-[(3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranosyl)oxy]-7,8,9,10-tetrahydro-6,9,11-trihydroxy-5,12-naphthacenedione; 4-DMD; 4-Demethoxydaunomycin; 4-Demethoxydaunorubicin; 4-Desmethoxydaunorubicin; DM5; DMDR; I 1656; IMI 30; IMI-30; Idamycin; Idamycin (TN); Idarubicin (INN); Idarubicin Hcl; Idarubicin Hcl Pfs; Idarubicin [INN:BAN]; Idarubicin hydrochloride; Idarubicina; Idarubicina [INN-Spanish]; Idarubicine; Idarubicine [INN-French]; Idarubicinum; Idarubicinum [INN-Latin]; Zavedos; Zavedos (TN)
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00431	Phenytoin	2,4-Imidazolidinedione, 5,5-diphenyl-(9CI); 2-hydroxy-5,5-diphenyl-3,5-dihydro-4H-imidazol-4-one; 5,5-DIPHENYLHYDANTOIN; 5,5-Diphenyl-2,4-imidazolidinedione; 5,5-Diphenyl-imidazolidine-2,4-dione; 5,5-Diphenylhydantoin (IUPAC); 5,5-Diphenylhydantoin (phenytoin); 5,5-Diphenylimidazolidin-2,4-dione; 5,5-Dwufenylohydantoina; 5,5-Dwufenylohydantoina [Polish]; 5,5-diphenylimidazolidine-2,4-dione; Aleviatin; Antisacer; Auranile; CL12003; Causoin; Citrullamon; Citrulliamon; Comital; Comitoina; Component of Mebroin; Convul; D 4007; D4007_SIGMA; DILANTIN-30; DPH (VAN); Danten; Dantinal; Dantoinal; Dantoinal klinos; Dantoine; Denyl; Di-Hydan; Di-Lan; Di-Lan (VAN); Di-Phetine; Didan TDC 250; Didan-tdc-250; Difenilhidantoina; Difenilhidantoina [Spanish]; Difenin; Difetoin; Difhydan; Dihycon; Dihydan toin; Dihydantoin; Dilabid; Dilantin; Dilantin (TN); Dilantin Infatabs (TN); Dilantin Kapseals (TN); Dilantin acid; Dilantin-125; Dilantine; Dillantin; Dintoin; Dintoina; Diphantoin; Diphedal; Diphedan; Diphenat; Diphenin; Diphenine; Diphentoin; Diphentyn; Diphenylan; Diphenylhydantoin; Diphenylhydantoin (VAN); Diphenylhydantoine; Diphenylhydantoine [French]; Diphenylhydatanoin; Ditoinate; Ekko; Ekko capsules; Elepsi ndon; Elepsindon; Enkelfel; Epamin; Epanutin; Epanutin (TN); Epasmir (5); Epasmir 5; Epdantoin Simple; Epdantoine simple; Epelin; Epifenyl; Epihydan; Epilan D; Epilan-D; Epilantin; Epinat; Epised; Eptal; Eptoin; Eptoin (TN); Extended Phenytoin Sodium; Fen toin; Fenantoin Mn Pharma; Fenidantoin (s); Fenidantoin s; Fenitoin; Fenitoina; Fenitoina [INN-Spanish]; Fentoin; Fenylepsin; Fenytoin Dak; Fenytoine; Gerot-epilan-D; Hidan; Hidantal; Hidantilo; Hidantina; Hidantina senosian; Hidantina vitoria; Hidantomin; Hindatal; Hydantal; Hydantin; Hydantoin, 5,5-diphenyl-(8CI); Hydantoinal; Hydantol; IFLab1_000214; Ictalis simp le; Ictalis simple; Idantoil; Idantoin; Iphenylhydantoin; Kessodanten; Labopal; Lehydan; Lepitoin; Lepsin; Minetoin; Neos-Hidantoina; Neosidantoina; Novantoina; Novophenytoin; Om hidantoina simple; Om-Hydantoine; Oxylan; PHENYTEK; PHENYTOIN (5,5-DIPHENYLHYDANTOIN); PHENYTOIN SODIUM, EXTENDED; Phanantin; Phanatine; Phenat ine; Phenatine; Phenatoine; Phenhydan; Phenhydanin; Phenitoin; Phentoin; Phentytoin; Phenytek (TN); Phenytex; Phenytoin (JP15/USP/INN); Phenytoin (PHN); Phenytoin AWD; Phenytoin [USAN:INN:BAN:JAN]; Phenytoin-Gerot; Phenytoine; Phenytoine [INN-French]; Phenytoinum; Phenytoinum [INN-Latin]; Ritmenal; Saceril; Sanepil; Silantin; Sinergina; Sodanthon; Sodantoin; Sodanton; Sodium Diphenylhydantoinate; Solantin; Solantoin; Solantyl; Sylantoic;TOIN; Taco sal; Tacosal; Thilophenyl; Toin unicelles; Zentronal; Zentropil
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00547	Fluorescein	fluorescein; Solvent Yellow 94; Resorcinolphthalein; Yellow fluorescein; 3',6'-Dihydroxy-3H-spiro[isobenzofuran-1,9'-xanthen]-3-one; D and C Yellow No. 7; Fluoresceine; 3,6-Fluorandiol; D&amp;C Yellow No. 7; Japan Yellow 201; C.I. Solvent Yellow 94; 3',6'-Dihydroxyfluoran; Fluorescein acid; Fluoreszein; D &amp; C Yellow no. 7; Soap Yellow F; Hidacid fluorescein; Fluorescein sodium; D+C Yellow No. 7; 9-(o-Carboxyphenyl)-6-hydroxy-3-isoxanthenone; Fluorescein Red; 11712 Yellow
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00548	Ethacrynic acid	(2,3-Dichloro-4-(2-methylene-1-oxobutyl)phenoxy)acetic acid; (2,3-Dichloro-4-(2-methylenebutyryl)phenoxy)acetic acid; (2,3-Dichloro-4-[2-methylenebutyryl]phenoxy)acetic acid; (4-(2-Methylenebutyryl)-2,3-dichlorophenoxy)acetic acid; 2,3-Dichloro-4(2-methylene-butyryl)phenoxy] acetic acid; 2,3-Dichloro-4-(2-methylenebutyl)phenoxyacetic acid; 2,3-Dichloro-4-(2-methylenebutyryl)phenoxy acetic acid; 2,3-Dichloro-4-(2-methylenebutyryl)phenoxyacetic acid; 2-[2,3-dichloro-4-(2-methylidenebutanoyl)phenoxy]acetic acid; Acide etacrynique; Acide etacrynique [INN-French]; Acido etacrinico; Acido etacrinico [INN-Spanish]; Acidum etacrynicum; Acidum etacrynicum [INN-Latin]; Crinuryl; E0526; Edecril; Edecrin; Edecrin (TN); Edecrina; Endecril; Etacrinic acid; Etacrynic Acid; Etacrynic acid (JP15/INN); Etakrinic acid; Ethacrinic acid; Ethacrinique (acide); Ethacryinic Acid; Ethacrynate; Ethacrynic Acid, Sodium Salt; Ethacrynic acid (USP); Ethacrynic acid [USAN:BAN]; Hidromedin; Hydromedin; Kyselina 4-(2-(1-butenyl)karbonyl)-2,3-dichlorfenoxyoctova; Kyselina 4-(2-(1-butenyl)karbonyl)-2,3-dichlorfenoxyoctova [Czech]; Kyselina ethakrynova; Kyselina ethakrynova [Czech]; MK 595; MK-595; Methylenebutyryl phenoxyacetic acid; Methylenebutyrylphenoxyacetic acid; Mingit; Otacril; Reomax; Taladren; Uregit; [2,3-Dichloro-4-(2-methylene-1-oxobutyl)phenoxy]acetic acid; [2,3-Dichloro-4-(2-methylenebutyryl)phenoxy]acetic acid;[2,3-dichloro-4-(2-methylenebutanoyl)phenoxy]acetic acid; [2,3-dichloro-4-(2-methylidenebutanoyl)phenoxy]acetic acid; [4-(2-Methylenebutyryl)-2,3-dichlorophenoxy]acetic acid
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00595	Chlorpheniramine	1-(p-Chlorophenyl)-1-(2-pyridyl)-3-N,N-dimethylpropylamine; 1-(p-Chlorophenyl)-1-(2-pyridyl)-3-dimethylaminopropane; 2-(p-Chloro-alpha-(2-(dimethylamino)ethyl)benzyl)pyridine; 3-(4-chlorophenyl)-N,N-dimethyl-3-(pyridin-2-yl)propan-1-amine; 3-(4-chlorophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine; 3-(p-Chlorophenyl)-3-(2-pyridyl)-N,N-dimethylpropylamine; 4-Chloropheniramine; Aller-Chlor; Allergican; Allergisan; Antagonate; CHLORPHENIRAMINE (SEE ALSO: CHLORPHENIRAMINE MALEATE (CAS113-92-8)); Chlo-amine; Chlor-Pro; Chlor-Trimeton (TN); Chlor-Trimeton Repetabs; Chlor-Tripolon (TN); Chlor-trimeton; Chloropheniramine; Chlorophenylpyridamin; Chlorophenylpyridamine; Chloropiril; Chloroprophenpyridamine; Chlorphenamine; Chlorphenamine (INN); Chlorphenamine [INN]; Chlorphenaminum; Chlorphenaminum [INN-Latin]; Chlorpheniraminum; Chlorprophenpyridamine; Clofeniramina; Clofeniramina (TN); Clorfenamina; Clorfenamina [INN-Spanish]; Clorfeniramina; Clorfeniramina [Italian]; Cloropiril; Comakin (TN); Gamma-(4-Chlorophenyl)-N,N-dimethyl-2-pyridinepropanamine; Gamma-(4-Chlorophenyl)-gamma-(2-pyridyl)propyldimethylamine; Gen-Allerate; Haynon; Hayon; Histadur; ISOCLOR; Kloromin; Novo-Pheniram; Pediacare Allergy Formula; Phenetron; PiriIton; Piriton; Piriton (TN); Polaronil; Telachlor; Teldrin; [3H]Chlorpheniramine
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00638	Grepafloxacin	(+-)-1-Cyclopropyl-6-fluoro-1,4-dihydro-5-methyl-7-(3-methyl-1-piperazinyl)-4-oxo-3-quinolinecarboxylic acid; 1-Cyclopropyl-6-fluoro-1,4-dihydro-5-methyl-7-(3-methyl-1-piperazinyl)-4-oxo-3-quinolinecarboxylic acid; 1-cyclopropyl-6-fluoro-5-methyl-7-(3-methylpiperazin-1-yl)-4-oxoquinoline-3-carboxylic acid; Grepafloxacin (unspecified); Grepafloxacin [INN]; Raxar; Raxar (TN)
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR00846	Flutamide	1A Brand of Flutamide; 2-Methyl-N-(4-nitro-3-[trifluoromethyl]phenyl)propanamide; 2-Methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide; 2-Methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propionamide; 4'-Nitro-3'-(trifluoromethyl)isobutyranilide; 4'-Nitro-3'-trifluoromethylisobutyramilide; 4'-Nitro-3'-trifluoromethylisobutyranilide; 4-Nitro-3-(trifluoromethyl)isobutyranilide; Alpha,alpha,alpha-Trifluoro-2-methyl-4'-nitro-m-propionotoluidide; Alphapharm Brand of Flutamide; Apimid; Apo Flutamide; Apo-Flutamide; ApoFlutamide; Apogepha Brand of Flutamide; Apotex Brand of Flutamide; Azupharma Brand of Flutamide; Cebatrol; Cebatrol, veterinary; Cell pharm Brand of Flutamide; Chephasaar Brand of Flutamide; Chimax; Chiron Brand of Flutamide; Ciclum Brand of Flutamide; Cytamid; Drogenil; Esparma Brand of Flutamide; Essex Brand of Flutamide; Eulexin; Eulexin (TN); Eulexin, Flutamin, Drogenil,Flutamide; Eulexine; F 9397; F0663; Fluken; Flulem; Flumid; Fluta 1A Pharma; Fluta GRY; Fluta cell; Fluta-GRY; Fluta-cell; FlutaGRY; Flutacell; Flutamida; Flutamida [INN-Spanish]; Flutamide (AR inhibitor); Flutamide (JAN/USP/INN); Flutamide USP25; Flutamide [USAN:BAN:INN]; Flutamide(pubertal study); Flutamidum; Flutamidum [INN-Latin]; Flutamin; Flutandrona; Flutaplex; Flutexin; Fugerel; Gry Brand of Flutamide; Ham's F-12 medium; Hexal Brand of Flutamide; InibsaBrand of Flutamide; Ipsen Brand of Flutamide; Juta Brand of Flutamide; Kendrick Brand of Flutamide; Lemery Brand of Flutamide; M-Propionotoluidide, alpha,alpha,alpha-trifluoro-2-methyl-4'-nitro-(8CI); M-propionotoluidide,alpha,alpha,alpha-trifluoro-2-methyl-4'-nitro; METHOXYCHLOR; NFBA; NK-601; Niftholide; Niftolid; Niftolide; Novo Flutamide; Novo-Flutamide; NovoFlutamide; Novopharm Brand of Flutamide; Odyne; Oncosal; PMS Flutamide; PMS-Flutamide; PUBERTAL FLUTAMIDE STUDY (PUBERTAL STUDIES OF VINCLOZOLIN; Pharmascience Brand of Flutamide; Prasfarma Brand of Flutamide; Prostacur; Prostandril; Prostica; Prostogenat; Q Pharm Brand of Flutamide; Q-Pharm Brand of Flutamide; SCH13521; Sch 13521; Sch-13521; Schering Brand of Flutamide; Schering Plough Brand of Flutamide; Schering-Plough Brand of Flutamide; TAD Brand of Flutamide; Tedec Meiji Brand of Flutamide; Testotard
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR01203	Dactinomycin	1H-Pyrrolo(2,1-1)-(1,4,7,10,13)oxatetraazacyclohexadecine; 4,6-dimethyl-3-oxo-3H-phenoxazine-1,9-dicarboxamide; ACT D; ACTINOMYCIN D AMP; AD (VAN); Actactinomycin A IV; Actinomycin 11 cosmegen; Actinomycin 7; Actinomycin A IV; Actinomycin Aiv; Actinomycin C (sub1); Actinomycin C(sub1); Actinomycin C1; Actinomycin D (JP15); Actinomycin D deriv. of 3H-phenoxaocardazine; Actinomycin D, sodium deoxyribonucleic acid complex; Actinomycin I; Actinomycin I (sub1); Actinomycin I(sub 1); Actinomycin I(sub1); Actinomycin I1; Actinomycin IV; Actinomycin X 1; Actinomycin X1; Actinomycin cl; Actinomycin x i; Actinomycin-(threo-val-pro-sar-meval); Actinomycin-IV; Actinomycin-[threo-val-pro-sar-meval]; Actinomycindioic D acid, dilactone; Actinomyein-theo-val-pro-sar-meval; Acto-D; Antibiotic from Streptomyces parvullus; COSMEGEN (TN); Chounghwamycin B; Cosmegen; D Actinomycin; DVA-DPR-SAR-MVA-(c1)DTH-PXZ-(c11)DTH-DVA-DPR-SAR-MVA; Dactinomicina; Dactinomicina [INN-Spanish]; Dactinomycin (USP); Dactinomycin D; Dactinomycin [USAN:BAN]; Dactinomycine; Dactinomycine [INN-French]; Dactinomycinum; Dactinomycinum [INN-Latin]; Dactinomyein d; Dilactone actin omycindioic D acid; Dilactone actinomycin D acid; Dilactone actinomycindioic D acid; GNF-PF-1977; HBF 386; HBF 386 meractinomycin; Lyovac cosmegen; Meractinomycin; NP-005932; O)-(1-oxo-1,2-ethanediyl)]bis(N-methyl)L-valine; Oncostatin K; PXZ-THR-DVA-PRO-SAR-MVA-THR-DVA-PRO-SAR-MVA; X 97
DTD0001	ABCC1	Multidrug resistance-associated protein 1	ABC29; ABCC; ABCC1; ATP-binding cassette sub-family C member 1; GS-X; LTC4 transporter; Leukotriene C(4) transporter; MRP; MRP1	DR01215	Chlorcyclizine	1-(4-Chlorobenzhydryl)-4-methylpiperazine; Alergicide; Chlorcycline; Chlorcyclizine [INN:BAN]; Chlorcyclizinum; Chlorcyclizinum [INN-Latin]; Chlorocycline; Chlorocyclizine; Clorciclizina; Clorciclizina [DCIT]; Clorciclizinio [INN-Spanish]; Compound 47-282; Di-Paralene; Di-paralen; Diparalene; HSDB 3217; Histachlorazene; Histantin; Histantine; N-Methyl-N'-(4-chlorobenzhydryl)piperazine; NSC 25246; Perazyl; Piparalene; Trihistan; chlorcyclizine
